zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
B,As,2,8,0,8,5,2,4,2,3,2,0,0,0,5,0,2,0,2,0,0,0,8,0,0,0,0,0,0,0,3
B,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,Sb,0,3,0,3,0,0,3,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0
B,Ba,6,15,0,15,6,4,2,0,15,1,0,4,4,7,6,1,1,2,0,0,0,0,0,0,0,15,3,0,0,4
B,Pb,5,8,3,8,4,0,2,0,5,0,0,4,3,3,0,0,1,0,0,0,0,0,0,0,0,3,8,0,0,2
B,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B,U,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
B,REE,11,26,1,26,12,5,1,7,23,3,0,1,2,18,2,0,4,8,0,0,0,3,0,0,0,4,2,0,0,26
C,H,341,14,341,327,18,69,61,55,49,22,36,23,15,110,2,6,19,23,14,39,17,4,0,0,0,14,28,0,41,58
C,B,14,14,14,14,1,1,7,2,4,0,0,3,0,8,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,1
C,C,341,14,471,442,47,114,73,61,68,29,47,33,23,159,6,7,28,36,17,43,19,4,0,0,0,36,35,3,44,96
C,O,327,14,442,442,47,114,73,61,67,29,47,33,23,159,5,6,28,30,14,43,19,4,0,0,0,36,35,3,44,96
C,F,18,1,47,47,47,18,3,5,7,6,3,2,2,23,1,1,3,1,0,0,0,0,0,0,0,15,1,1,2,28
C,Na,69,1,114,114,18,114,11,19,25,14,17,10,12,45,4,1,11,7,1,6,0,1,0,0,0,12,2,0,7,33
C,Mg,61,7,73,73,3,11,73,11,6,10,8,6,3,21,0,1,6,11,1,4,3,0,0,0,0,3,5,0,8,2
C,Al,55,2,61,61,5,19,11,61,21,7,12,7,5,22,0,1,2,3,1,1,1,0,0,0,0,7,4,0,1,5
C,Si,49,4,68,67,7,25,6,21,68,6,11,8,7,38,4,2,6,10,0,2,0,0,0,0,0,8,8,0,2,16
C,P,22,0,29,29,6,14,10,7,6,29,2,1,2,11,0,2,3,2,0,1,1,0,0,0,0,5,0,0,0,5
C,S,36,0,47,47,3,17,8,12,11,2,47,6,4,14,0,0,7,4,1,5,4,1,0,0,0,1,8,0,2,6
C,Cl,23,3,33,33,2,10,6,7,8,1,6,33,3,12,0,0,3,1,0,6,0,0,0,0,0,3,7,0,0,3
C,K,15,0,23,23,2,12,3,5,7,2,4,3,23,14,0,1,0,1,0,1,0,0,0,0,0,1,0,0,4,2
C,Ca,110,8,159,159,23,45,21,22,38,11,14,12,14,159,0,4,10,6,0,7,3,2,0,0,0,17,3,2,25,34
C,Ti,2,0,6,5,1,4,0,0,4,0,0,0,0,0,6,1,0,2,0,0,0,0,0,0,0,1,0,0,0,3
C,V,6,0,7,6,1,1,1,1,2,2,0,0,1,4,1,7,1,1,0,0,0,0,0,0,0,1,0,0,0,0
C,Mn,19,1,28,28,3,11,6,2,6,3,7,3,0,10,0,1,28,2,0,0,2,2,0,0,0,0,2,0,0,5
C,Fe,23,0,36,30,1,7,11,3,10,2,4,1,1,6,2,1,2,36,3,0,2,0,0,0,0,3,2,0,0,3
C,Ni,14,0,17,14,0,1,1,1,0,0,1,0,0,0,0,0,0,3,17,1,0,0,0,0,0,0,0,0,0,0
C,Cu,39,1,43,43,0,6,4,1,2,1,5,6,1,7,0,0,0,0,1,43,4,2,0,0,0,0,5,0,4,4
C,Zn,17,0,19,19,0,0,3,1,0,1,4,0,0,3,0,0,2,2,0,4,19,1,0,0,0,0,0,0,1,0
C,As,4,0,4,4,0,1,0,0,0,0,1,0,0,2,0,0,2,0,0,2,1,4,0,0,0,0,0,0,0,0
C,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,Ba,14,0,36,36,15,12,3,7,8,5,1,3,1,17,1,1,0,3,0,0,0,0,0,0,0,36,0,0,0,15
C,Pb,28,3,35,35,1,2,5,4,8,0,8,7,0,3,0,0,2,2,0,5,0,0,0,0,0,0,35,0,1,3
C,Bi,0,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
C,U,41,0,44,44,2,7,8,1,2,0,2,0,4,25,0,0,0,0,0,4,1,0,0,0,0,0,1,0,44,7
C,REE,58,1,96,96,28,33,2,5,16,5,6,3,2,34,3,0,5,3,0,4,0,0,0,0,0,15,3,0,7,96
O,H,3297,205,327,3297,232,740,576,911,1071,535,553,245,376,1038,205,190,481,793,70,375,239,406,26,4,38,166,246,43,283,219
O,B,205,295,14,295,34,64,99,87,126,7,9,39,20,120,11,6,33,52,1,6,1,8,0,0,3,15,8,0,1,26
O,C,327,14,442,442,47,114,73,61,67,29,47,33,23,159,5,6,28,30,14,43,19,4,0,0,0,36,35,3,44,96
O,O,3297,295,442,4793,427,1106,815,1164,1613,700,691,384,561,1485,398,273,673,1162,90,499,292,527,42,8,99,266,381,83,311,386
O,F,232,34,47,427,427,193,89,141,223,87,42,27,67,201,78,12,53,79,0,9,3,19,0,1,1,61,18,3,12,84
O,Na,740,64,114,1106,193,1106,221,327,605,161,166,92,249,438,169,37,179,263,2,49,23,79,3,0,11,84,13,5,41,95
O,Mg,576,99,73,815,89,221,815,288,335,130,80,48,100,260,58,37,127,273,10,31,44,72,1,0,9,37,12,1,26,28
O,Al,911,87,61,1164,141,327,288,1164,632,200,171,63,204,448,51,42,121,287,12,56,45,63,4,0,10,62,35,1,23,70
O,Si,1071,126,67,1613,223,605,335,632,1613,40,68,95,324,734,240,46,306,419,9,41,54,28,1,0,8,151,53,3,23,180
O,P,535,7,29,700,87,161,130,200,40,700,30,13,44,224,16,20,145,248,9,47,47,15,0,0,0,50,37,12,53,47
O,S,553,9,47,691,42,166,80,171,68,30,691,66,117,129,5,14,34,149,21,126,65,25,4,3,20,11,80,11,62,15
O,Cl,245,39,33,384,27,92,48,63,95,13,66,384,64,113,13,15,39,63,6,98,16,43,13,5,10,20,87,6,2,8
O,K,376,20,23,561,67,249,100,204,324,44,117,64,561,190,83,23,64,132,1,45,21,30,4,1,3,47,15,2,31,16
O,Ca,1038,120,159,1485,201,438,260,448,734,224,129,113,190,1485,124,72,220,342,8,68,45,142,3,0,18,75,39,4,69,156
O,Ti,205,11,5,398,78,169,58,51,240,16,5,13,83,124,398,18,73,161,0,3,19,15,0,0,5,75,10,0,18,68
O,V,190,6,6,273,12,37,37,42,46,20,14,15,23,72,18,273,33,41,3,32,8,22,0,1,2,22,26,8,21,11
O,Mn,481,33,28,673,53,179,127,121,306,145,34,39,64,220,73,33,673,218,3,11,54,80,0,0,17,40,37,0,7,44
O,Fe,793,52,30,1162,79,263,273,287,419,248,149,63,132,342,161,41,218,1162,15,55,72,128,1,1,25,66,68,12,28,86
O,Ni,70,1,14,90,0,2,10,12,9,9,21,6,1,8,0,3,3,15,90,9,3,17,1,0,3,0,1,2,4,0
O,Cu,375,6,43,499,9,49,31,56,41,47,126,98,45,68,3,32,11,55,9,499,46,129,22,4,10,5,76,12,18,13
O,Zn,239,1,19,292,3,23,44,45,54,47,65,16,21,45,19,8,54,72,3,46,292,67,3,1,7,3,37,0,6,7
O,As,406,8,4,527,19,79,72,63,28,15,25,43,30,142,15,22,80,128,17,129,67,527,0,2,21,11,66,18,36,22
O,Se,26,0,0,42,0,3,1,4,1,0,4,13,4,3,0,0,0,1,1,22,3,0,42,0,0,1,14,2,8,0
O,Ag,4,0,0,8,1,0,0,0,0,0,3,5,1,0,0,1,0,1,0,4,1,2,0,8,2,0,5,0,0,0
O,Sb,38,3,0,99,1,11,9,10,8,0,20,10,3,18,5,2,17,25,3,10,7,21,0,2,99,0,16,1,0,0
O,Ba,166,15,36,266,61,84,37,62,151,50,11,20,47,75,75,22,40,66,0,5,3,11,1,0,0,266,7,0,15,31
O,Pb,246,8,35,381,18,13,12,35,53,37,80,87,15,39,10,26,37,68,1,76,37,66,14,5,16,7,381,6,40,11
O,Bi,43,0,3,83,3,5,1,1,3,12,11,6,2,4,0,8,0,12,2,12,0,18,2,0,1,0,6,83,7,0
O,U,283,1,44,311,12,41,26,23,23,53,62,2,31,69,18,21,7,28,4,18,6,36,8,0,0,15,40,7,311,25
O,REE,219,26,96,386,84,95,28,70,180,47,15,8,16,156,68,11,44,86,0,13,7,22,0,0,0,31,11,0,25,386
F,H,235,20,18,232,235,101,45,107,122,46,28,15,42,96,49,6,40,48,0,6,3,3,0,1,1,33,8,0,10,35
F,B,20,38,1,34,38,14,11,11,26,5,2,3,6,17,2,2,4,8,0,0,0,5,0,0,0,6,4,0,0,12
F,C,18,1,47,47,47,18,3,5,7,6,3,2,2,23,1,1,3,1,0,0,0,0,0,0,0,15,1,1,2,28
F,O,232,34,47,427,427,193,89,141,223,87,42,27,67,201,78,12,53,79,0,9,3,19,0,1,1,61,18,3,12,84
F,F,235,38,47,427,475,212,95,157,230,87,42,31,75,214,78,12,53,79,0,9,3,19,0,1,1,65,23,4,12,90
F,Na,101,14,18,193,212,212,38,58,126,35,16,14,36,100,60,0,38,48,0,3,3,10,0,0,1,31,1,1,3,36
F,Mg,45,11,3,89,95,38,95,40,52,15,8,2,17,38,6,3,6,28,0,1,0,8,0,0,0,10,1,0,2,7
F,Al,107,11,5,141,157,58,40,157,60,36,22,5,24,66,3,3,11,23,0,4,0,5,0,0,0,12,4,0,5,12
F,Si,122,26,7,223,230,126,52,60,230,16,8,9,65,120,68,2,40,60,0,0,2,3,0,0,0,39,4,0,0,42
F,P,46,5,6,87,87,35,15,36,16,87,3,1,3,42,10,4,12,13,0,3,0,2,0,0,0,16,2,0,1,10
F,S,28,2,3,42,42,16,8,22,8,3,42,10,7,20,1,0,3,1,0,0,0,0,0,0,0,2,3,0,3,5
F,Cl,15,3,2,27,31,14,2,5,9,1,10,31,5,12,3,0,3,1,0,4,0,3,0,1,0,6,9,0,0,5
F,K,42,6,2,67,75,36,17,24,65,3,7,5,75,29,16,0,16,19,0,0,0,0,0,0,0,11,3,0,0,3
F,Ca,96,17,23,201,214,100,38,66,120,42,20,12,29,214,28,4,24,30,0,1,0,8,0,0,1,23,7,1,4,45
F,Ti,49,2,1,78,78,60,6,3,68,10,1,3,16,28,78,3,25,28,0,1,3,2,0,0,0,29,0,0,2,15
F,V,6,2,1,12,12,0,3,3,2,4,0,0,0,4,3,12,0,3,0,2,0,3,0,0,0,3,1,0,2,2
F,Mn,40,4,3,53,53,38,6,11,40,12,3,3,16,24,25,0,53,19,0,0,0,0,0,0,0,11,0,0,0,7
F,Fe,48,8,1,79,79,48,28,23,60,13,1,1,19,30,28,3,19,79,0,0,1,4,0,0,0,16,1,0,2,12
F,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Cu,6,0,0,9,9,3,1,4,0,3,0,4,0,1,1,2,0,0,0,9,0,3,0,0,0,0,0,0,0,0
F,Zn,3,0,0,3,3,3,0,0,2,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,1,0,0,0,2
F,As,3,5,0,19,19,10,8,5,3,2,0,3,0,8,2,3,0,4,0,3,0,19,0,0,0,1,0,0,2,3
F,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Ag,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
F,Sb,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
F,Ba,33,6,15,61,65,31,10,12,39,16,2,6,11,23,29,3,11,16,0,0,1,1,0,0,0,65,3,0,0,18
F,Pb,8,4,1,18,23,1,1,4,4,2,3,9,3,7,0,1,0,1,0,0,0,0,0,1,0,3,23,0,1,2
F,Bi,0,0,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
F,U,10,0,2,12,12,3,2,5,0,1,3,0,0,4,2,2,0,2,0,0,0,2,0,0,0,0,1,0,12,2
F,REE,35,12,28,84,90,36,7,12,42,10,5,5,3,45,15,2,7,12,0,0,2,3,0,0,0,18,2,0,2,90
Na,H,740,52,69,740,101,740,142,243,432,99,109,57,176,296,105,29,123,174,2,20,15,42,2,0,7,62,5,1,36,50
Na,B,52,66,1,64,14,66,15,23,43,1,3,4,7,16,3,3,7,12,0,0,0,2,0,0,0,4,0,0,0,5
Na,C,69,1,114,114,18,114,11,19,25,14,17,10,12,45,4,1,11,7,1,6,0,1,0,0,0,12,2,0,7,33
Na,O,740,64,114,1106,193,1106,221,327,605,161,166,92,249,438,169,37,179,263,2,49,23,79,3,0,11,84,13,5,41,95
Na,F,101,14,18,193,212,212,38,58,126,35,16,14,36,100,60,0,38,48,0,3,3,10,0,0,1,31,1,1,3,36
Na,Na,740,66,114,1106,212,1130,224,336,608,161,168,95,254,443,169,37,180,265,2,50,24,79,3,0,11,85,13,5,41,98
Na,Mg,142,15,11,221,38,224,224,91,116,38,19,7,47,93,20,14,35,72,1,7,6,26,1,0,0,11,1,0,2,3
Na,Al,243,23,19,327,58,336,91,336,232,50,47,28,102,173,12,7,31,75,0,5,5,13,0,0,0,24,2,0,1,2
Na,Si,432,43,25,605,126,608,116,232,608,19,35,47,185,275,150,10,118,157,0,4,14,4,0,0,0,59,0,0,3,53
Na,P,99,1,14,161,35,161,38,50,19,161,4,4,15,66,10,2,39,53,0,4,0,5,0,0,0,14,1,0,2,14
Na,S,109,3,17,166,16,168,19,47,35,4,168,34,54,49,3,1,6,19,1,14,6,3,0,0,3,4,3,3,21,5
Na,Cl,57,4,10,92,14,95,7,28,47,4,34,95,31,50,7,1,16,26,0,14,1,14,1,0,1,3,3,1,1,5
Na,K,176,7,12,249,36,254,47,102,185,15,54,31,254,121,46,6,39,56,0,11,6,8,2,0,2,30,3,1,5,9
Na,Ca,296,16,45,438,100,443,93,173,275,66,49,50,121,443,54,14,84,112,0,14,5,34,0,0,1,29,6,0,10,44
Na,Ti,105,3,4,169,60,169,20,12,150,10,3,7,46,54,169,1,42,55,0,2,7,5,0,0,1,42,2,0,2,22
Na,V,29,3,1,37,0,37,14,7,10,2,1,1,6,14,1,37,6,4,0,1,0,3,0,0,0,1,0,0,1,0
Na,Mn,123,7,11,179,38,180,35,31,118,39,6,16,39,84,42,6,180,70,0,0,5,13,0,0,0,15,2,0,1,16
Na,Fe,174,12,7,263,48,265,72,75,157,53,19,26,56,112,55,4,70,265,0,13,3,29,0,0,0,23,4,0,2,15
Na,Ni,2,0,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Na,Cu,20,0,6,49,3,50,7,5,4,4,14,14,11,14,2,1,0,13,0,50,3,21,1,0,1,0,2,1,0,1
Na,Zn,15,0,0,23,3,24,6,5,14,0,6,1,6,5,7,0,5,3,0,3,24,3,0,0,0,2,0,0,0,5
Na,As,42,2,1,79,10,79,26,13,4,5,3,14,8,34,5,3,13,29,0,21,3,79,0,0,3,0,3,0,1,2
Na,Se,2,0,0,3,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0
Na,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Na,Sb,7,0,0,11,1,11,0,0,0,0,3,1,2,1,1,0,0,0,0,1,0,3,0,0,11,0,1,0,0,0
Na,Ba,62,4,12,84,31,85,11,24,59,14,4,3,30,29,42,1,15,23,0,0,2,0,0,0,0,85,0,0,0,19
Na,Pb,5,0,2,13,1,13,1,2,0,1,3,3,3,6,2,0,2,4,0,2,0,3,0,0,1,0,13,0,3,1
Na,Bi,1,0,0,5,1,5,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
Na,U,36,0,7,41,3,41,2,1,3,2,21,1,5,10,2,1,1,2,0,0,0,1,1,0,0,0,3,0,41,1
Na,REE,50,5,33,95,36,98,3,2,53,14,5,5,9,44,22,0,16,15,0,1,5,2,0,0,0,19,1,0,1,98
Mg,H,576,62,61,576,45,142,576,217,223,100,68,35,73,177,23,29,90,162,10,22,37,52,1,0,2,24,10,1,26,16
Mg,B,62,99,7,99,11,15,99,32,35,3,1,13,4,24,4,5,11,26,0,0,0,4,0,0,3,2,2,0,0,1
Mg,C,61,7,73,73,3,11,73,11,6,10,8,6,3,21,0,1,6,11,1,4,3,0,0,0,0,3,5,0,8,2
Mg,O,576,99,73,815,89,221,815,288,335,130,80,48,100,260,58,37,127,273,10,31,44,72,1,0,9,37,12,1,26,28
Mg,F,45,11,3,89,95,38,95,40,52,15,8,2,17,38,6,3,6,28,0,1,0,8,0,0,0,10,1,0,2,7
Mg,Na,142,15,11,221,38,224,224,91,116,38,19,7,47,93,20,14,35,72,1,7,6,26,1,0,0,11,1,0,2,3
Mg,Mg,576,99,73,815,95,224,825,291,335,130,83,49,101,263,58,37,128,275,10,31,44,72,1,0,9,38,12,1,26,28
Mg,Al,217,32,11,288,40,91,291,291,179,40,21,10,47,125,26,10,44,117,3,4,16,9,0,0,3,18,2,0,1,11
Mg,Si,223,35,6,335,52,116,335,179,335,4,2,11,65,137,32,11,53,131,3,3,12,8,0,0,2,21,6,0,2,20
Mg,P,100,3,10,130,15,38,130,40,4,130,1,0,8,50,2,4,38,50,0,2,5,2,0,0,0,8,0,0,3,2
Mg,S,68,1,8,80,8,19,83,21,2,1,83,6,16,10,0,1,8,21,4,8,6,0,0,0,0,1,2,0,6,0
Mg,Cl,35,13,6,48,2,7,49,10,11,0,6,49,6,14,3,0,4,10,0,6,1,4,0,0,0,3,3,0,0,1
Mg,K,73,4,3,100,17,47,101,47,65,8,16,6,101,28,13,5,12,35,0,1,3,2,1,0,0,11,1,0,1,0
Mg,Ca,177,24,21,260,38,93,263,125,137,50,10,14,28,263,17,12,40,98,0,7,8,28,0,0,1,14,3,0,5,19
Mg,Ti,23,4,0,58,6,20,58,26,32,2,0,3,13,17,58,1,6,43,0,0,3,1,0,0,0,13,0,0,0,6
Mg,V,29,5,1,37,3,14,37,10,11,4,1,0,5,12,1,37,5,6,0,1,0,4,0,0,0,1,0,0,0,0
Mg,Mn,90,11,6,127,6,35,128,44,53,38,8,4,12,40,6,5,128,66,0,0,23,17,0,0,5,8,4,0,0,4
Mg,Fe,162,26,11,273,28,72,275,117,131,50,21,10,35,98,43,6,66,275,3,6,19,18,0,0,5,21,6,1,2,9
Mg,Ni,10,0,1,10,0,1,10,3,3,0,4,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0
Mg,Cu,22,0,4,31,1,7,31,4,3,2,8,6,1,7,0,1,0,6,0,31,3,7,0,0,0,0,1,0,1,0
Mg,Zn,37,0,3,44,0,6,44,16,12,5,6,1,3,8,3,0,23,19,0,3,44,10,0,0,1,0,1,0,0,2
Mg,As,52,4,0,72,8,26,72,9,8,2,0,4,2,28,1,4,17,18,0,7,10,72,0,0,0,0,2,1,4,2
Mg,Se,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mg,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mg,Sb,2,3,0,9,0,0,9,3,2,0,0,0,0,1,0,0,5,5,0,0,1,0,0,0,9,0,0,0,0,0
Mg,Ba,24,2,3,37,10,11,38,18,21,8,1,3,11,14,13,1,8,21,0,0,0,0,0,0,0,38,0,0,0,1
Mg,Pb,10,2,5,12,1,1,12,2,6,0,2,3,1,3,0,0,4,6,0,1,1,2,0,0,0,0,12,0,1,0
Mg,Bi,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Mg,U,26,0,8,26,2,2,26,1,2,3,6,0,1,5,0,0,0,2,0,1,0,4,0,0,0,0,1,0,26,1
Mg,REE,16,1,2,28,7,3,28,11,20,2,0,1,0,19,6,0,4,9,0,0,2,2,0,0,0,1,0,0,1,28
Al,H,911,60,55,911,107,243,217,911,472,181,151,40,142,344,27,38,100,215,11,48,40,49,4,0,6,55,32,1,23,57
Al,B,60,87,2,87,11,23,32,87,68,0,3,5,7,29,3,1,8,26,0,0,0,2,0,0,1,0,0,0,1,7
Al,C,55,2,61,61,5,19,11,61,21,7,12,7,5,22,0,1,2,3,1,1,1,0,0,0,0,7,4,0,1,5
Al,O,911,87,61,1164,141,327,288,1164,632,200,171,63,204,448,51,42,121,287,12,56,45,63,4,0,10,62,35,1,23,70
Al,F,107,11,5,141,157,58,40,157,60,36,22,5,24,66,3,3,11,23,0,4,0,5,0,0,0,12,4,0,5,12
Al,Na,243,23,19,327,58,336,91,336,232,50,47,28,102,173,12,7,31,75,0,5,5,13,0,0,0,24,2,0,1,2
Al,Mg,217,32,11,288,40,91,291,291,179,40,21,10,47,125,26,10,44,117,3,4,16,9,0,0,3,18,2,0,1,11
Al,Al,911,87,61,1164,157,336,291,1190,632,200,171,63,205,456,51,42,121,293,15,61,47,63,4,0,10,64,37,1,23,70
Al,Si,472,68,21,632,60,232,179,632,632,10,42,37,156,327,29,16,67,163,3,10,13,7,1,0,2,40,13,0,1,50
Al,P,181,0,7,200,36,50,40,200,10,200,14,1,18,54,3,6,42,59,0,7,6,1,0,0,0,13,8,1,14,6
Al,S,151,3,12,171,22,47,21,171,42,14,171,21,40,54,0,2,6,26,6,23,8,7,0,0,2,4,9,0,5,6
Al,Cl,40,5,7,63,5,28,10,63,37,1,21,63,22,33,1,0,0,6,0,8,0,2,1,0,1,3,4,0,0,0
Al,K,142,7,5,204,24,102,47,205,156,18,40,22,205,95,10,2,19,47,0,7,7,9,0,0,0,22,1,0,0,0
Al,Ca,344,29,22,448,66,173,125,456,327,54,54,33,95,456,19,12,44,130,0,9,3,11,0,0,2,28,11,0,1,43
Al,Ti,27,3,0,51,3,12,26,51,29,3,0,1,10,19,51,1,4,33,0,0,5,3,0,0,1,5,0,0,0,6
Al,V,38,1,1,42,3,7,10,42,16,6,2,0,2,12,1,42,6,7,2,4,3,1,0,0,1,2,1,0,2,3
Al,Mn,100,8,2,121,11,31,44,121,67,42,6,0,19,44,4,6,121,52,0,0,9,5,0,0,2,6,2,0,0,12
Al,Fe,215,26,3,287,23,75,117,293,163,59,26,6,47,130,33,7,52,293,4,10,20,14,0,0,4,15,9,0,2,26
Al,Ni,11,0,1,12,0,0,3,15,3,0,6,0,0,0,0,2,0,4,15,4,2,0,0,0,0,0,0,0,0,0
Al,Cu,48,0,1,56,4,5,4,61,10,7,23,8,7,9,0,4,0,10,4,61,3,16,1,0,3,1,7,0,0,0
Al,Zn,40,0,1,45,0,5,16,47,13,6,8,0,7,3,5,3,9,20,2,3,47,4,0,0,1,0,0,0,0,0
Al,As,49,2,0,63,5,13,9,63,7,1,7,2,9,11,3,1,5,14,0,16,4,63,0,0,1,3,4,0,3,4
Al,Se,4,0,0,4,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0
Al,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al,Sb,6,1,0,10,0,0,3,10,2,0,2,1,0,2,1,1,2,4,0,3,1,1,0,0,10,0,1,0,0,0
Al,Ba,55,0,7,62,12,24,18,64,40,13,4,3,22,28,5,2,6,15,0,1,0,3,0,0,0,64,0,0,0,0
Al,Pb,32,0,4,35,4,2,2,37,13,8,9,4,1,11,0,1,2,9,0,7,0,4,0,0,1,0,37,0,1,0
Al,Bi,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Al,U,23,1,1,23,5,1,1,23,1,14,5,0,0,1,0,2,0,2,0,0,0,3,0,0,0,0,1,0,23,1
Al,REE,57,7,5,70,12,2,11,70,50,6,6,0,0,43,6,3,12,26,0,0,0,4,0,0,0,0,0,0,1,70
Si,H,1073,83,49,1071,122,432,223,472,1073,18,43,61,226,496,147,30,233,281,8,31,37,19,1,0,3,97,34,1,21,104
Si,B,83,127,4,126,26,43,35,68,127,3,3,9,11,50,9,4,16,31,0,0,0,3,0,0,0,15,5,0,1,23
Si,C,49,4,68,67,7,25,6,21,68,6,11,8,7,38,4,2,6,10,0,2,0,0,0,0,0,8,8,0,2,16
Si,O,1071,126,67,1613,223,605,335,632,1613,40,68,95,324,734,240,46,306,419,9,41,54,28,1,0,8,151,53,3,23,180
Si,F,122,26,7,223,230,126,52,60,230,16,8,9,65,120,68,2,40,60,0,0,2,3,0,0,0,39,4,0,0,42
Si,Na,432,43,25,605,126,608,116,232,608,19,35,47,185,275,150,10,118,157,0,4,14,4,0,0,0,59,0,0,3,53
Si,Mg,223,35,6,335,52,116,335,179,335,4,2,11,65,137,32,11,53,131,3,3,12,8,0,0,2,21,6,0,2,20
Si,Al,472,68,21,632,60,232,179,632,632,10,42,37,156,327,29,16,67,163,3,10,13,7,1,0,2,40,13,0,1,50
Si,Si,1073,127,68,1613,230,608,335,632,1641,42,68,95,328,734,246,46,308,429,12,41,54,28,1,0,8,151,53,3,23,180
Si,P,18,3,6,40,16,19,4,10,42,42,3,1,3,25,13,0,9,7,1,0,1,0,0,0,0,10,0,0,0,8
Si,S,43,3,11,68,8,35,2,42,68,3,68,17,26,48,2,0,3,4,0,5,5,1,0,0,0,7,7,0,0,2
Si,Cl,61,9,8,95,9,47,11,37,95,1,17,95,26,61,12,3,24,32,0,2,1,3,0,0,0,16,11,0,0,4
Si,K,226,11,7,324,65,185,65,156,328,3,26,26,328,146,70,3,51,75,0,4,14,1,0,0,0,42,3,0,3,14
Si,Ca,496,50,38,734,120,275,137,327,734,25,48,61,146,734,86,17,122,191,0,12,14,6,0,0,1,45,19,0,8,100
Si,Ti,147,9,4,240,68,150,32,29,246,13,2,12,70,86,246,2,52,86,0,1,8,2,0,0,0,63,0,0,0,37
Si,V,30,4,2,46,2,10,11,16,46,0,0,3,3,17,2,46,13,5,1,1,1,3,0,0,0,9,2,0,0,3
Si,Mn,233,16,6,306,40,118,53,67,308,9,3,24,51,122,52,13,308,91,0,3,18,17,0,0,6,26,9,0,0,34
Si,Fe,281,31,10,419,60,157,131,163,429,7,4,32,75,191,86,5,91,429,2,5,9,10,0,0,4,43,11,1,0,62
Si,Ni,8,0,0,9,0,0,3,3,12,1,0,0,0,0,0,1,0,2,12,1,1,0,0,0,0,0,0,0,0,0
Si,Cu,31,0,2,41,0,4,3,10,41,0,5,2,4,12,1,1,3,5,1,41,2,3,0,0,0,4,7,0,1,1
Si,Zn,37,0,0,54,2,14,12,13,54,1,5,1,14,14,8,1,18,9,1,2,54,7,0,0,1,3,6,0,0,4
