zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
Bi,H,42,0,0,41,0,1,1,1,1,11,4,1,0,1,0,5,0,7,1,8,0,12,1,0,0,0,4,42,7,0
Bi,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,C,0,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
Bi,O,41,0,3,83,3,5,1,1,3,12,11,5,1,3,0,8,0,10,2,12,0,18,2,0,1,0,5,83,7,0
Bi,F,0,0,1,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Bi,Na,1,0,0,5,1,5,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0
Bi,Mg,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
Bi,Al,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bi,Si,1,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0
Bi,P,11,0,0,12,0,0,0,1,0,12,0,0,0,1,0,0,0,3,0,2,0,1,0,0,0,0,1,12,3,0
Bi,S,4,0,0,11,0,3,0,0,0,0,117,4,1,0,0,0,1,4,6,44,0,3,3,28,9,0,63,117,0,0
Bi,Cl,1,0,0,5,0,1,0,0,0,0,4,9,1,0,0,0,0,1,0,2,0,0,1,0,0,0,2,9,0,0
Bi,K,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Bi,Ca,1,0,2,3,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0
Bi,Ti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,V,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,1,8,0,0
Bi,Mn,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Bi,Fe,7,0,0,10,0,0,1,0,1,3,4,1,1,0,0,0,0,13,0,4,0,4,0,0,1,0,1,13,0,0
Bi,Ni,1,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9,1,0,3,0,0,1,0,0,9,0,0
Bi,Cu,8,0,0,12,0,1,0,0,0,2,44,2,1,1,0,2,0,4,1,63,0,3,12,11,1,0,39,63,0,0
Bi,Zn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,As,12,0,0,18,0,0,1,0,0,1,3,0,0,0,0,0,0,4,3,3,0,21,0,0,1,0,3,21,4,0
Bi,Se,1,0,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,12,0,0,25,3,0,0,10,25,0,0
Bi,Ag,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,11,0,0,3,32,5,0,21,32,0,0
Bi,Sb,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,1,1,1,0,1,0,5,10,0,5,10,0,0
Bi,Ba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bi,Pb,4,0,0,5,0,0,0,0,0,1,63,2,0,0,0,1,0,1,0,39,0,3,10,21,5,0,77,77,2,0
Bi,Bi,42,0,3,83,4,5,1,1,3,12,117,9,1,3,0,8,1,13,9,63,0,21,25,32,10,0,77,231,7,0
Bi,U,7,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,7,7,0
Bi,REE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,H,272,0,41,272,8,33,24,21,20,51,61,2,27,54,2,16,4,13,4,18,4,36,8,0,0,13,28,7,272,12
U,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,C,41,0,44,44,2,7,8,1,2,0,2,0,4,25,0,0,0,0,0,4,1,0,0,0,0,0,1,0,44,7
U,O,272,0,44,296,8,34,24,21,22,52,61,2,29,58,8,16,4,20,4,18,4,36,8,0,0,13,32,7,296,13
U,F,8,0,2,8,8,1,2,5,0,1,3,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0
U,Na,33,0,7,34,1,34,2,1,1,2,21,1,3,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,34,0
U,Mg,24,0,8,24,2,2,24,1,2,2,6,0,1,5,0,0,0,0,0,1,0,4,0,0,0,0,0,0,24,1
U,Al,21,0,1,21,5,1,1,21,0,13,4,0,0,0,0,2,0,1,0,0,0,3,0,0,0,0,1,0,21,1
U,Si,20,0,2,22,0,1,2,0,22,0,0,0,3,7,0,0,0,0,0,1,0,0,0,0,0,1,2,0,22,3
U,P,51,0,0,52,1,2,2,13,0,52,2,0,3,8,0,0,2,5,0,3,0,2,0,0,0,3,7,3,52,2
U,S,61,0,2,61,3,21,6,4,0,2,61,1,9,2,0,2,2,6,1,2,2,0,0,0,0,0,0,0,61,2
U,Cl,2,0,0,2,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
U,K,27,0,4,29,0,3,1,0,3,3,9,0,29,7,0,3,1,1,0,0,0,2,0,0,0,0,2,0,29,0
U,Ca,54,0,25,58,2,4,5,0,7,8,2,0,7,58,1,3,0,2,0,3,1,3,1,0,0,1,0,0,58,2
U,Ti,2,0,0,8,0,0,0,0,0,0,0,0,0,1,8,0,0,4,0,0,0,0,0,0,0,0,1,0,8,1
U,V,16,0,0,16,0,1,0,2,0,0,2,0,3,3,0,16,0,0,0,1,0,0,0,0,0,1,1,0,16,0
U,Mn,4,0,0,4,0,0,0,0,0,2,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0
U,Fe,13,0,0,20,0,1,0,1,0,5,6,0,1,2,4,0,0,20,0,0,0,2,0,0,0,1,3,0,20,1
U,Ni,4,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0
U,Cu,18,0,4,18,0,0,1,0,1,3,2,0,0,3,0,1,0,0,0,18,0,2,3,0,0,0,1,0,18,1
U,Zn,4,0,1,4,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,0,4,0
U,As,36,0,0,36,2,1,4,3,0,2,0,0,2,3,0,0,0,2,3,2,1,36,0,0,0,2,4,4,36,0
U,Se,8,0,0,8,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,1,2,0,8,0
U,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U,Ba,13,0,0,13,0,0,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,2,1,0,0,13,1,0,13,0
U,Pb,28,0,1,32,0,0,0,1,2,7,0,0,2,0,1,1,0,3,0,1,0,4,2,0,0,1,32,2,32,0
U,Bi,7,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,7,7,0
U,U,272,0,44,296,8,34,24,21,22,52,61,2,29,58,8,16,4,20,4,18,4,36,8,0,0,13,32,7,296,13
U,REE,12,0,7,13,0,0,1,1,3,2,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,13,13
REE,H,187,7,56,187,14,37,15,56,94,24,12,3,3,67,16,3,17,34,0,11,1,14,0,0,0,11,3,0,12,187
REE,B,7,20,1,20,6,1,1,7,17,2,0,0,0,12,1,0,2,6,0,0,0,2,0,0,0,2,0,0,0,20
REE,C,56,1,92,92,25,29,2,5,16,5,6,3,1,23,3,0,4,2,0,4,0,0,0,0,0,10,3,0,7,92
REE,O,187,20,92,358,64,78,22,66,171,44,14,5,8,101,46,7,29,60,0,13,5,21,0,0,0,23,4,0,13,358
REE,F,14,6,25,64,70,26,6,10,29,7,5,3,0,27,8,0,3,4,0,0,2,1,0,0,0,13,0,0,0,70
REE,Na,37,1,29,78,26,80,1,1,46,13,5,3,4,19,17,0,8,8,0,1,4,0,0,0,0,15,0,0,0,80
REE,Mg,15,1,2,22,6,1,22,9,17,2,0,1,0,13,3,0,1,3,0,0,0,1,0,0,0,1,0,0,1,22
REE,Al,56,7,5,66,10,1,9,66,48,6,5,0,0,39,2,3,11,20,0,0,0,3,0,0,0,0,0,0,1,66
REE,Si,94,17,16,171,29,46,17,48,171,7,1,1,7,71,31,3,25,48,0,1,4,4,0,0,0,11,0,0,3,171
REE,P,24,2,5,44,7,13,2,6,7,44,1,1,0,8,1,0,2,4,0,3,0,0,0,0,0,2,0,0,2,44
REE,S,12,0,6,14,5,5,0,5,1,1,14,2,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,14
REE,Cl,3,0,3,5,3,3,1,0,1,1,2,5,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5
REE,K,3,0,1,8,0,4,0,0,7,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
REE,Ca,67,12,23,101,27,19,13,39,71,8,4,1,3,103,8,1,8,25,0,2,0,5,0,0,0,1,0,0,2,103
REE,Ti,16,1,3,46,8,17,3,2,31,1,0,0,2,8,46,0,2,16,0,0,2,0,0,0,0,7,1,0,1,46
REE,V,3,0,0,7,0,0,0,3,3,0,0,0,0,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,7
REE,Mn,17,2,4,29,3,8,1,11,25,2,0,0,0,8,2,1,29,8,0,1,0,4,0,0,0,1,0,0,0,29
REE,Fe,34,6,2,60,4,8,3,20,48,4,0,0,0,25,16,1,8,60,0,0,0,3,0,0,0,4,1,0,1,60
REE,Ni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Cu,11,0,4,13,0,1,0,0,1,3,1,1,0,2,0,0,1,0,0,13,0,4,0,0,0,0,1,0,1,13
REE,Zn,1,0,0,5,2,4,0,0,4,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,2,0,0,0,5
REE,As,14,2,0,21,1,0,1,3,4,0,0,0,0,5,0,0,4,3,0,4,0,21,0,0,0,0,0,0,0,21
REE,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,Ba,11,2,10,23,13,15,1,0,11,2,1,2,1,1,7,0,1,4,0,0,2,0,0,0,0,23,0,0,0,23
REE,Pb,3,0,3,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,4,0,0,4
REE,Bi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REE,U,12,0,7,13,0,0,1,1,3,2,2,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,13,13
REE,REE,187,20,92,358,70,80,22,66,171,44,14,5,8,103,46,7,29,60,0,13,5,21,0,0,0,23,4,0,13,365
